Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs
Blume 2000,Pflanzen,"Diskontopassage, 66111 Saarbrücken",+49 40 52868158,"{""Montag"": ""09:00 - 19:00"", ""Dienstag"": ""09:00 - 19:00"", ""Mittwoch"": ""09:00 - 19:00"", ""Donnerstag"": ""09:00 - 19:00"", ""Freitag"": ""09:00 - 19:00"", ""Samstag"": ""09:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://www.blume2000.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2023/11/107206_x_y_0afade_11.jpg
Torello,"Dekoration, Kunstwerke, Lebensmittel, Souvenirartikel","Diskontopassage, 66111 Saarbrücken",+49 681 91046724,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.torello.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2023/11/107211_x_y_70f4ed_11.jpg
Zweigesicht,"Bekleidung/Accessoires, Schmuck/Uhren","Kappenstraße 14, 66111 Saarbrücken",+49 681 38377080,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""11:00 - 18:00"", ""Mittwoch"": ""11:00 - 18:00"", ""Donnerstag"": ""11:00 - 18:00"", ""Freitag"": ""11:00 - 18:00"", ""Samstag"": ""11:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.zweigesicht.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107462_x_y_5c3695_12.jpg
Rimoco Gewürzmanufaktur,"Fairtrade, Feinkost, Lebensmittel, Sonstiges","Talstraße 48, 66119 Saarbrücken",+49 681 93583801,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""12:00 - 19:00"", ""Mittwoch"": ""12:00 - 19:00"", ""Donnerstag"": ""12:00 - 19:00"", ""Freitag"": ""12:00 - 19:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.rimoco.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2022/12/98107_x_y_1e2e1a_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/12/98106_x_y_78218c_12.jpg"
TeeGschwendner,"Fairtrade, Lebensmittel, Sonstiges","Bahnhofstraße 101, 66111 Saarbrücken",+49 681 1099454,"{""Montag"": ""09:00 - 18:30"", ""Dienstag"": ""09:00 - 18:30"", ""Mittwoch"": ""09:00 - 18:30"", ""Donnerstag"": ""09:00 - 18:30"", ""Freitag"": ""09:00 - 18:30"", ""Samstag"": ""09:00 - 18:30"", ""Sonntag"": ""Geschlossen""}",http://www.teegschwendner.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107437_x_y_5f5aaf_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107439_x_y_de093e_12.jpg"
Fabian Schmidt Clothing,"Änderungsschneiderei, Bekleidung/Accessoires, Damenmode, Herrenmode","Nauwieserstraße 36, 66111 Saarbrücken",+49 1520 4947076,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""11:00 - 18:00"", ""Mittwoch"": ""11:00 - 15:00"", ""Donnerstag"": ""11:00 - 18:00"", ""Freitag"": ""12:00 - 18:00"", ""Samstag"": ""12:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",https://www.fabianschmidt.clothing,"Fabian Schmidt, ein Luxus-Design-Label, bietet avantgardistische, nachhaltige, ausdrucksstarke, minimalistische, gemütliche, faire, einzigartige und alltagstaugliche Unisex-Mode. Merkmale sind die besonders bequeme Passform und die außergewöhnlichen Schnitte. Die Zielgruppen sind selbstbewusste, starke Frauen und Männer, die sich aus den Zwängen der heutigen Gesellschaft befreien wollen. Leistungen bestehen aus/ was man im Geschäft finde: Maßanfertigungen,  Änderungen, Corporate Design, Drapagen, Parfum & Design-Unisexkleidung","https://einkaufen.saarbruecken.de/cache/media/attachments/2022/04/93354_x_y_55a86a_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/04/93353_x_y_728adc_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/04/93352_x_y_efb2bb_04.jpg"
La Maison Saarbrücken,"Heimtextil, Lampen & Leuchten, Möbel & Haushaltswaren, Sonstiges, Teppiche, Wohnen & Einrichten","St. Johanner Markt 39, 66111 Saarbrücken",+49 681 33340,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.lamaison-sb.de,null,null
Blumen & Wohnen Zimmer,"Fairtrade, Lampen & Leuchten, Lebensmittel, Möbel & Haushaltswaren, Wohnen & Einrichten","Gerberstraße 3, 66111 Saarbrücken",+49 681 8308730,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.wohnen-zimmer.de,Blumen & Wohnen Zimmer bietet einen Online Shop.,null
Raueiser Buchhandlung,"Bücher, Musik, Filme, Fachbücher, Sachbücher, Schulbücher","St. Johanner Markt 26, 66111 Saarbrücken",+49 681 379180,"{""Montag"": ""08:30 - 19:00"", ""Dienstag"": ""08:30 - 19:00"", ""Mittwoch"": ""08:30 - 19:00"", ""Donnerstag"": ""08:30 - 19:00"", ""Freitag"": ""08:30 - 19:00"", ""Samstag"": ""09:30 - 17:00"", ""Sonntag"": ""Geschlossen""}",http://www.raueiser.de,Raueiser Buchhandlung bietet einen Online-Shop an.,null
Comame,"Feinkost, Lebensmittel","Kappenstraße 3, 66111 Saarbrücken",+49 163 1537661,"{""Montag"": ""08:30 - 18:00"", ""Dienstag"": ""08:30 - 18:00"", ""Mittwoch"": ""08:30 - 18:00"", ""Donnerstag"": ""08:30 - 18:00"", ""Freitag"": ""08:30 - 18:00"", ""Samstag"": ""08:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://comame.de/,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2023/09/105450_x_y_eef745_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/09/105449_x_y_fddca8_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/11/89286_x_y_095d93_11.jpg"
Grace BIJOUTERIE,Schmuck/Uhren,"Bahnhofstraße 9, 66111 Saarbrücken",+49 681 68642857,"{""Montag"": ""10:30 - 19:00"", ""Dienstag"": ""10:30 - 19:00"", ""Mittwoch"": ""10:30 - 19:00"", ""Donnerstag"": ""10:30 - 19:00"", ""Freitag"": ""10:30 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.gracetheconceptstore.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2021/09/87823_x_y_bb9d3f_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/08/87249_x_y_c7489f_08.jpg"
ZEISS VISION CENTER (Saarbrücken - Optiker) -Optik Hippchen,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik, Sportausrüstung, Outdoor, Sportbrillen","Dudweilerstraße 13, 66111 Saarbrücken",+49 681 35313,"{""Montag"": ""09:00 - 18:00"", ""Dienstag"": ""09:00 - 18:00"", ""Mittwoch"": ""09:00 - 18:00"", ""Donnerstag"": ""09:00 - 18:00"", ""Freitag"": ""09:00 - 18:00"", ""Samstag"": ""10:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.optik-hippchen.de,"Wir sind spezialisiert in den Bereichen: Sportbrillen, die wohl größte Auswahl an Sportbrillen in Saarbrücken. Eigener Windkanal zum Testen Sportbrillen mit und ohne eigene Stärke Kontaktlinsen Neben allen gängigen Tauschlinsen versorgen wir auch Spezialfällen z.B. formstabile (harte) Kontaktlinsen, Keratokonus Wir sind Partner der Sporthilfe und statten die saarländischen Spitzensportler mit Kontaktlinsen aus. I-Sription besseres Sehen bei Nacht. Optimierung des Sehens in der Nacht durch Wellenfronttechnologie. Tüv Zertifiziert Kundenzufriedenheit sehr gut","https://einkaufen.saarbruecken.de/cache/media/attachments/2022/03/92200_x_y_54d6ae_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/03/92197_x_y_427b80_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/03/92199_x_y_91fe8b_03.jpg"
Zoe,"Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Düfte, Gesundheit und Kosmetik, Lederwaren, Schmuck/Uhren, Schuhe","Fürstenstraße 1, 66111 Saarbrücken",+49 681 399903,"{""Montag"": ""10:30 - 19:00"", ""Dienstag"": ""10:30 - 19:00"", ""Mittwoch"": ""10:30 - 19:00"", ""Donnerstag"": ""10:30 - 19:00"", ""Freitag"": ""10:30 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.zoefashion.eu,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2015/03/30778_x_y_c3b50c_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/03/30781_x_y_045bc9_03.jpg"
Grünstreifen- Nachhaltige ökologische Mode,"Bekleidung/Accessoires, Damenmode, Fairtrade, Gesundheit und Kosmetik, Herrenmode, Schmuck/Uhren, Schuhe, Sportausrüstung, Outdoor","Mainzer Straße 41, 66121 Saarbrücken",0681 96870446,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:30 – 13:00 & 14:00 – 18:00"", ""Mittwoch"": ""10:30 - 13:00"", ""Donnerstag"": ""10:30 - 13:00"", ""Freitag"": ""10:30 - 13:00"", ""Samstag"": ""10:30 - 17:00"", ""Sonntag"": ""Geschlossen""}",http://www.gruen-streifen.de,"Grünstreifen-Nachhaltige ökologische Mode befindet sich in der Mainzerstraße 41.  Wir bieten Naturtextilien für Frauen, Männer  sowie Produkte mit Vielsinn und Nachhaltigkeit an. Besuchen Sie uns auch bei Facebook unter www.facebook.com/Gruenstreifen.","https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107449_x_y_e8d34d_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107447_x_y_4c04e9_12.jpg"
Unverpackt Saarbrücken,"Fairtrade, Lebensmittel","Bruchwiesenstraße 6, 66111 Saarbrücken",0681 91047822,"{""Montag"": ""10:00 - 18:30"", ""Dienstag"": ""10:00 - 18:30"", ""Mittwoch"": ""10:00 - 18:30"", ""Donnerstag"": ""10:00 - 18:30"", ""Freitag"": ""10:00 - 18:30"", ""Samstag"": ""09:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.unverpackt-saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107450_x_y_3823b8_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107451_x_y_639f03_12.jpg"
French Studio,"Friseur, Gesundheit und Kosmetik, Pflege","Dudweilerstraße 2a, 66111 Saarbrücken",+49 0681 9101351,"{""Montag"": ""09:00 - 19:00"", ""Dienstag"": ""09:00 - 19:00"", ""Mittwoch"": ""09:00 - 19:00"", ""Donnerstag"": ""09:00 - 19:00"", ""Freitag"": ""09:00 - 19:00"", ""Samstag"": ""09:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.diagonal-coiffure.fr,null,null
Friseur Schnittstelle,"Friseur, Gesundheit und Kosmetik","Mainzerstraße 4, 66111 Saarbrücken",+49 681 95804900,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""08:30 - 18:00"", ""Mittwoch"": ""08:30 - 20:00"", ""Donnerstag"": ""08:30 - 18:00"", ""Freitag"": ""08:30 - 18:00"", ""Samstag"": ""08:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Speedhair,"Friseur, Gesundheit und Kosmetik","Obertorstraße 1, 66111 Saarbrücken",+49 15111411061,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""09:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",http://www.cuttingcrew-cutncolor.de,null,null
haar.verliebt Friseure,"Friseur, Gesundheit und Kosmetik","Mainzer Straße 33, 66111 Saarbrücken",+49 151 59080404,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.instagram.com/haar.verliebt_friseure,null,null
Optik Augenblick,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Kaltenbachstraße 11, 66111 Saarbrücken",+49 681 3905992,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.optik-augenblick.de,null,null
Saarbrücker Pfandleihhaus,"Damenschmuck, Damenuhren, Goldschmied, Herrenschmuck, Herrenuhren, Kinderschmuck, Kinderuhren, Schmuck/Uhren, Trauringe, Uhrmacher","Kaiserstraße 23, 66111 Saarbrücken",+49 681 32180,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.pfandleihhaus.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33183_x_y_0bb2b8_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33184_x_y_8c1c95_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33186_x_y_9c1007_07.jpg"
MOS myoptikerschlaucher,"Bekleidung/Accessoires, Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Futterstraße 5-7, 66111 Saarbrücken",+49 681 3905234,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.myoptiker.de,null,null
Coiffeur Noblesse,"Friseur, Gesundheit und Kosmetik, Pflege","Nauwieserstraße 62, 66111 Saarbrücken",+49 681 33199,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""09:00 - 18:00"", ""Mittwoch"": ""09:00 - 18:00"", ""Donnerstag"": ""09:00 - 18:00"", ""Freitag"": ""09:00 - 18:00"", ""Samstag"": ""08:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://friseur-noblesse.de,null,null
Pluspunkt Apotheke,"Apotheke, Gesundheit und Kosmetik","Trierer Strasse 1, 66111 Saarbrücken",+49 681 70960933,"{""Montag"": ""08:30 - 20:00"", ""Dienstag"": ""08:30 - 20:00"", ""Mittwoch"": ""08:30 - 20:00"", ""Donnerstag"": ""08:30 - 20:00"", ""Freitag"": ""08:30 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.pluspunkt-apotheke-saarbruecken.de,null,null
Pink Dein Deko-Paradies,"Basteln, Malen, Geschenkartikel, Haushalt & Garten, Heimtextil, Lampen & Leuchten, Möbel & Haushaltswaren, Sonstiges, Spielwaren, Wohnen & Einrichten","Triererstraße 16-20, 66111 Saarbrücken",+49 0681 94878099,"{""Montag"": ""09:30 - 19:30"", ""Dienstag"": ""09:30 - 19:30"", ""Mittwoch"": ""09:30 - 19:30"", ""Donnerstag"": ""09:30 - 19:30"", ""Freitag"": ""09:30 - 19:30"", ""Samstag"": ""09:30 - 19:30"", ""Sonntag"": ""Geschlossen""}",https://pink-deko.de/,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79139_x_y_db61da_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79148_x_y_a1a2fd_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79146_x_y_f23533_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79140_x_y_1a2067_08.jpg"
Apollo Optik,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Reichsstraße 6, 66111 Saarbrücken",+49 681 9386772,"{""Montag"": ""09:00 - 18:00"", ""Dienstag"": ""09:00 - 18:00"", ""Mittwoch"": ""09:00 - 18:00"", ""Donnerstag"": ""09:00 - 18:00"", ""Freitag"": ""09:00 - 18:00"", ""Samstag"": ""09:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://filialen.apollo.de/saarland/saarbruecken/reichsstr--6.html,null,null
Apotheke Landmann,"Apotheke, Gesundheit und Kosmetik","Reichsstraße 16, 66111 Saarbrücken",+49 681 32770,"{""Montag"": ""08:00 - 18:30"", ""Dienstag"": ""08:00 - 18:30"", ""Mittwoch"": ""08:00 - 18:30"", ""Donnerstag"": ""08:00 - 18:30"", ""Freitag"": ""08:00 - 18:30"", ""Samstag"": ""09:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://www.apothekelandmannsb.de/,null,null
Stadtapotheke,"Apotheke, Gesundheit und Kosmetik","Bahnhofstraße 37, 66111 Saarbrücken",+49 681 948890,"{""Montag"": ""07:45 - 20:00"", ""Dienstag"": ""07:45 - 20:00"", ""Mittwoch"": ""07:45 - 20:00"", ""Donnerstag"": ""07:45 - 20:00"", ""Freitag"": ""07:45 - 20:00"", ""Samstag"": ""08:30 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://www.stadtapotheke-sb.de/,null,null
Stengel Apotheke,"Apotheke, Gesundheit und Kosmetik","Eisenbahnstraße 25, 66117 Saarbrücken",+49 681 52363,"{""Montag"": ""08:00 - 19:00"", ""Dienstag"": ""08:00 - 19:00"", ""Mittwoch"": ""08:00 - 19:00"", ""Donnerstag"": ""08:00 - 19:00"", ""Freitag"": ""08:00 - 19:00"", ""Samstag"": ""08:30 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://www.stengel-apotheke.de/,null,null
Augenoptik- Hörgeräteakustik Nalbach GmbH,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik, Hörgeräte","Passagestraße 9, 66111 Saarbrücken",+49 681 390247,"{""Montag"": ""09:00 - 17:00"", ""Dienstag"": ""09:00 - 17:00"", ""Mittwoch"": ""09:00 - 17:00"", ""Donnerstag"": ""09:00 - 17:00"", ""Freitag"": ""09:00 - 17:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.nalbach-sb.de/,null,null
spielbar,"Basteln, Malen, Geschenkartikel, Bücher, Musik, Filme, Fachbücher, Outdoor Spielzeug, Spiele & Puzzle, Spielwaren, Spielzeug","Cecilienstraße 15, 66111 Saarbrücken",+49 681 9100676,"{""Montag"": ""11:00 - 18:00"", ""Dienstag"": ""11:00 - 18:00"", ""Mittwoch"": ""11:00 - 18:00"", ""Donnerstag"": ""11:00 - 18:00"", ""Freitag"": ""11:00 - 18:00"", ""Samstag"": ""11:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.spielbar-saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2021/05/85314_x_y_a2845c_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/05/85315_x_y_13d786_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/05/85316_x_y_9d4368_05.jpg"
Leder Spahn,"Bekleidung/Accessoires, Lederwaren","Bahnhofstraße 87, 66111 Saarbrücken",+49 681 389750,"{""Montag"": ""10:00 - 18:30"", ""Dienstag"": ""10:00 - 18:30"", ""Mittwoch"": ""10:00 - 18:30"", ""Donnerstag"": ""10:00 - 18:30"", ""Freitag"": ""10:00 - 18:30"", ""Samstag"": ""10:00 - 18:30"", ""Sonntag"": ""Geschlossen""}",http://www.leder-spahn.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/120_x_y_c983c0_10.jpg
Comame,"Feinkost, Lebensmittel","Kappenstraße 3, 66111 Saarbrücken",+49 163 1537661,"{""Montag"": ""08:30 - 18:00"", ""Dienstag"": ""08:30 - 18:00"", ""Mittwoch"": ""08:30 - 18:00"", ""Donnerstag"": ""08:30 - 18:00"", ""Freitag"": ""08:30 - 18:00"", ""Samstag"": ""08:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://comame.de/,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2023/09/105450_x_y_eef745_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/09/105449_x_y_fddca8_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/11/89286_x_y_095d93_11.jpg"
Oranje Blumen,"Blumen, Pflanzen","Bahnhofstraße 70, 66111 Saarbrücken",+49 681 93627878,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.oranjeblumen.com/,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2018/10/63314_x_y_6b99b2_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2018/10/63316_x_y_91e978_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2018/10/63313_x_y_f869dc_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2018/10/63321_x_y_7f656e_10.jpg"
Tausendschön,Bekleidung/Accessoires,"Mainzer Straße 24, 66111 Saarbrücken",+49 681 9880181,"{""Montag"": ""12:00 - 18:00"", ""Dienstag"": ""12:00 - 18:00"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""12:00 - 18:00"", ""Freitag"": ""12:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.strickstduschon.de,null,null
ROTERFADEN,"Bekleidung/Accessoires, Bücher, Musik, Filme, Computer-Hardware, Elektronik, Computer, Handy & Telefonie, Lederwaren, Notebooks & Tablets, Schreibwaren/Bürobedarf","Rosenstraße 11, 66111 Saarbrücken",+49 681 9590502,"{""Montag"": ""10:00 - 17:00"", ""Dienstag"": ""10:00 - 17:00"", ""Mittwoch"": ""10:00 - 17:00"", ""Donnerstag"": ""10:00 - 17:00"", ""Freitag"": ""10:00 - 17:00"", ""Samstag"": ""11:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",https://roterfaden.de,"Weltweit vertreten, im Saarland zuhause: ROTERFADEN fertigt und vertreibt den TASCHENBEGLEITER, eine Mappe mit einem patentierten Klammermechanismus zur Befestigung aller Hefte und aller losen Papiere: Ein freier Organiser. Dabei kommen neben vegetabilem Leder und Wollfilz unkonventionelle Materialien wie Tanzboden oder Drucktuch zum Einsatz. Vor Ort finden Kunden zahlreiche Beispiele von Taschenbegleitern - wer möchte, kann sein persönliches Exemplar auch selbst gestalten. ROTERFADEN Design entwickelt zudem weitere hochwertige Lederwaren wie Hüllen für Smartphones und Tablets. Dabei sind Maßanfertigungen ebenfalls auf der Tagesordnung. Das Geschäft führt Jahreskalender, Kalender für Lehrerinnen und Lehrer, Notizhefte und Skizzenhefte aus dem zum TASCHENBEGLEITER passenden Heftsortiment. ROTERFADEN fertigt zu 100 Prozent in deutscher Manufaktur - und zu 95 Prozent im Saarland.","https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/429_x_y_21d13a_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/431_x_y_5b6c33_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/430_x_y_fcb034_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/432_x_y_3ac0aa_03.jpg"
Michael Köbrich Friseur,"Friseur, Gesundheit und Kosmetik","Hohenzollernstraße 37, 66117 Saarbrücken",+49 681 54060,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
