Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs,Sonstiges
GALERIA am St. Johanner Markt,"Babymode, Bad, Bademode, Basteln, Malen, Geschenkartikel, Bekleidung/Accessoires, Belletristik, Bücher, Musik, Filme, Camping & Outdoor, Damenmode, Damenschmuck, Damenschuhe, Damenuhren, Dessous, Düfte, Elektro-Großgeräte, Fachbücher, Fairtrade, Feinkost, Fitness & Training, Friseur, Fußball, Gesundheit und Kosmetik, Haushalt & Garten, Haushaltsgeräte & Staubsauger, Heimtextil, Herrenmode, Herrenschmuck, Herrenschuhe, Herrenuhren, Kindermode, Kinderschmuck, Kinderschuhe, Kinderuhren, Küche, Lebensmittel, Lederwaren, Make-up, Möbel & Haushaltswaren, Nail Art, Naturkosmetik, Parfümerie, Drogerie, Pflege, Rucksäcke & Taschen, Running, Sachbücher, Schlafen, Schmuck/Uhren, Schreibwaren/Bürobedarf, Schuhe, Snowboard, Skateboard, Spiele & Puzzle, Spielwaren, Spielzeug, Sportausrüstung, Outdoor, Sportbrillen, Sportschuhe, Sportswear, Tabak, Wellness, Wohnen & Einrichten, Zeitschriften, Zubehör","Bahnhofstraße 15, 66111 Saarbrücken",+49 681 30170,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.galeria.de,null,"https://einkaufen.saarbruecken.de, https://einkaufen.saarbruecken.de",null
Tausendschön,Bekleidung/Accessoires,"Mainzer Straße 24, 66111 Saarbrücken",+49 681 9880181,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.strickstduschon.de,null,null,null
Haarhaus Hansed,"Friseur, Gesundheit und Kosmetik","Cecilienstraße 13, 66111 Saarbrücken",+49 681 59898,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Haarhaus Dirk Lange,"Friseur, Gesundheit und Kosmetik","Saarstraße 7, 66111 Saarbrücken",+49 681 31724,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.dirklange.de,"Haarhaus Dirk Lange haben es sich zum Ziel gemacht, Sie durch erstklassige Schnitte, innovative Colorationen und creative Stylingideen zu begeistern. Hier werden die neuesten Frisuren-Trends immer genau auf Ihre Persönlichkeit zugeschnitten - typgerechte schöne Haare.",https://einkaufen.saarbruecken.de/cache/media/attachments/2014/07/23504_x_y_befcb8_07.jpg,null
C&P Coiffure,"Friseur, Gesundheit und Kosmetik, Pflege","Berliner Promenade 17-19, 66111 Saarbrücken",+49 681 34893,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Shahnaz - Ihr Friseur in der Kappengasse,Gesundheit und Kosmetik,"Kappenstraße 8, 66111 Saarbrücken",+49 681 390000,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Friseur Schnittstelle,"Friseur, Gesundheit und Kosmetik","Mainzerstraße 4, 66111 Saarbrücken",+49 681 95804900,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Trauring Schmiede,"Damenschmuck, Herrenschmuck, Schmuck/Uhren, Trauringe","Bahnhofstraße 6, 66111 Saarbrücken",+49 681 5891363,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.traum-der-ringe.de,"Wir sind Ihr fachlich kompetenter und zuverlässiger Ansprechpartner und bieten Ihnen eine große Auswahl zu erschwinglichen Preisen und in hoher Qualität. Durch langjährige Erfahrung und engen Kundenkontakt wissen wir von ""Traum der Ringe"", worauf es ankommt und haben uns zum Ziel gesetzt, jeden Kundenwunsch zur vollsten Zufriedenheit umzusetzen. Nehmen Sie sich Zeit für Ihren Ring-Kauf. Haben Sie Modelle gefunden, die Ihnen beiden gefallen, überdenken Sie diese Auswahl ein paar Tage. Wenn Sie dann noch genauso begeistert sind, haben Sie die richtige Wahl für Ihren lebenslangen Wegbegleiter getroffen.","https://einkaufen.saarbruecken.de, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109623_x_y_548392_02.jpg",null
Friseur Pur,"Friseur, Gesundheit und Kosmetik, Pflege, Wellness","Dudweilerstraße 22, 66111 Saarbrücken",+49 681 9068991,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
French Studio,"Friseur, Gesundheit und Kosmetik, Pflege","Dudweilerstraße 2a, 66111 Saarbrücken",+49 0681 9101351,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.diagonal-coiffure.fr,null,null,null
die friseure Gaby und Steffi,"Fairtrade, Friseur, Gesundheit und Kosmetik, Lebensmittel, Pflege","Johannisstraße 11, 66111 Saarbrücken",+49 681 31706,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Coiffeurteam Lieb,"Friseur, Gesundheit und Kosmetik, Pflege","Katholisch-Kirch-Straße 8, 66111 Saarbrücken",+49 681 33011,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.coiffeurteam-lieb.de,null,null,null
Comame,"Feinkost, Lebensmittel","Kappenstraße 3, 66111 Saarbrücken",+49 163 1537661,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://comame.de/,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2023/09/105450_x_y_eef745_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/09/105449_x_y_fddca8_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/11/89286_x_y_095d93_11.jpg",null
Grace BIJOUTERIE,Schmuck/Uhren,"Bahnhofstraße 9, 66111 Saarbrücken",+49 681 68642857,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.gracetheconceptstore.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2021/09/87823_x_y_bb9d3f_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/08/87249_x_y_c7489f_08.jpg",null
ZEISS VISION CENTER (Saarbrücken - Optiker) -Optik Hippchen,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik, Sportausrüstung, Outdoor, Sportbrillen","Dudweilerstraße 13, 66111 Saarbrücken",+49 681 35313,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.optik-hippchen.de,"Wir sind spezialisiert in den Bereichen: Sportbrillen, die wohl größte Auswahl an Sportbrillen in Saarbrücken. Eigener Windkanal zum Testen Sportbrillen mit und ohne eigene Stärke Kontaktlinsen Neben allen gängigen Tauschlinsen versorgen wir auch Spezialfällen z.B. formstabile (harte) Kontaktlinsen, Keratokonus Wir sind Partner der Sporthilfe und statten die saarländischen Spitzensportler mit Kontaktlinsen aus. I-Sription besseres Sehen bei Nacht. Optimierung des Sehens in der Nacht durch Wellenfronttechnologie. Tüv Zertifiziert Kundenzufriedenheit sehr gut","https://einkaufen.saarbruecken.de/cache/media/attachments/2022/03/92200_x_y_54d6ae_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/03/92197_x_y_427b80_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/03/92199_x_y_91fe8b_03.jpg",null
Zoe,"Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Düfte, Gesundheit und Kosmetik, Lederwaren, Schmuck/Uhren, Schuhe","Fürstenstraße 1, 66111 Saarbrücken",+49 681 399903,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.zoefashion.eu,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2015/03/30778_x_y_c3b50c_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/03/30781_x_y_045bc9_03.jpg",null
Grünstreifen- Nachhaltige ökologische Mode,"Bekleidung/Accessoires, Damenmode, Fairtrade, Gesundheit und Kosmetik, Herrenmode, Schmuck/Uhren, Schuhe, Sportausrüstung, Outdoor","Mainzer Straße 41, 66121 Saarbrücken",0681 96870446,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.gruen-streifen.de,"Grünstreifen-Nachhaltige ökologische Mode befindet sich in der Mainzerstraße 41.  Wir bieten Naturtextilien für Frauen, Männer  sowie Produkte mit Vielsinn und Nachhaltigkeit an. Besuchen Sie uns auch bei Facebook unter www.facebook.com/Gruenstreifen.","https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107449_x_y_e8d34d_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107447_x_y_4c04e9_12.jpg",null
Unverpackt Saarbrücken,"Fairtrade, Lebensmittel","Bruchwiesenstraße 6, 66111 Saarbrücken",0681 91047822,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.unverpackt-saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107450_x_y_3823b8_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107451_x_y_639f03_12.jpg",null
French Studio,"Friseur, Gesundheit und Kosmetik, Pflege","Dudweilerstraße 2a, 66111 Saarbrücken",+49 0681 9101351,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.diagonal-coiffure.fr,null,null,null
Friseur Schnittstelle,"Friseur, Gesundheit und Kosmetik","Mainzerstraße 4, 66111 Saarbrücken",+49 681 95804900,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Speedhair,"Friseur, Gesundheit und Kosmetik","Obertorstraße 1, 66111 Saarbrücken",+49 15111411061,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.cuttingcrew-cutncolor.de,null,null,null
haar.verliebt Friseure,"Friseur, Gesundheit und Kosmetik","Mainzer Straße 33, 66111 Saarbrücken",+49 151 59080404,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.instagram.com/haar.verliebt_friseure,null,null,null
Optik Augenblick,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Kaltenbachstraße 11, 66111 Saarbrücken",+49 681 3905992,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.optik-augenblick.de,null,null,null
Saarbrücker Pfandleihhaus,"Damenschmuck, Damenuhren, Goldschmied, Herrenschmuck, Herrenuhren, Kinderschmuck, Kinderuhren, Schmuck/Uhren, Trauringe, Uhrmacher","Kaiserstraße 23, 66111 Saarbrücken",+49 681 32180,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.pfandleihhaus.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33183_x_y_0bb2b8_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33184_x_y_8c1c95_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33186_x_y_9c1007_07.jpg",null
MOS myoptikerschlaucher,"Bekleidung/Accessoires, Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Futterstraße 5-7, 66111 Saarbrücken",+49 681 3905234,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.myoptiker.de,null,null,null
Coiffeur Noblesse,"Friseur, Gesundheit und Kosmetik, Pflege","Nauwieserstraße 62, 66111 Saarbrücken",+49 681 33199,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://friseur-noblesse.de,null,null,null
Pluspunkt Apotheke,"Apotheke, Gesundheit und Kosmetik","Trierer Strasse 1, 66111 Saarbrücken",+49 681 70960933,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.pluspunkt-apotheke-saarbruecken.de,null,null,null
Pink Dein Deko-Paradies,"Basteln, Malen, Geschenkartikel, Haushalt & Garten, Heimtextil, Lampen & Leuchten, Möbel & Haushaltswaren, Sonstiges, Spielwaren, Wohnen & Einrichten","Triererstraße 16-20, 66111 Saarbrücken",+49 0681 94878099,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://pink-deko.de/,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79139_x_y_db61da_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79148_x_y_a1a2fd_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79146_x_y_f23533_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/79140_x_y_1a2067_08.jpg",null
Apollo Optik,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Reichsstraße 6, 66111 Saarbrücken",+49 681 9386772,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://filialen.apollo.de/saarland/saarbruecken/reichsstr--6.html,null,null,null
Apotheke Landmann,"Apotheke, Gesundheit und Kosmetik","Reichsstraße 16, 66111 Saarbrücken",+49 681 32770,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.apothekelandmannsb.de/,null,null,null
Stadtapotheke,"Apotheke, Gesundheit und Kosmetik","Bahnhofstraße 37, 66111 Saarbrücken",+49 681 948890,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.stadtapotheke-sb.de/,null,null,null
Stengel Apotheke,"Apotheke, Gesundheit und Kosmetik","Eisenbahnstraße 25, 66117 Saarbrücken",+49 681 52363,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.stengel-apotheke.de/,null,null,null
Natural Hair Design by Jessica Portz,"Friseur, Gesundheit und Kosmetik","Cecilienstraße 14, 66111 Saarbrücken",+49 681 9103506,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://naturalhairdesign.de,null,null,null
vomFASS,"Feinkost, Gutscheine, Lebensmittel, Spirituosen","St. Johanner Markt 23, 66111 Saarbrücken",0681 98212132,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.vomfass.de/saarbruecken,"Das Besondere an Vom Fass ist die Möglichkeit, die Produkte direkt vor Ort aus Fässern, Amphoren oder Glasballons abzufüllen. Kunden können vor dem Kauf die verschiedenen Produkte probieren und sich von der Expertise des Personals beraten lassen.","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114104_x_y_fcc2b4_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114101_x_y_901180_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114099_x_y_54d2a0_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114103_x_y_6f900d_09.jpg",null
Mister Spex,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Trierer Straße 1, 66111 Saarbrücken",08007242007,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.misterspex.de,null,null,null
Marienkäfer Naturtextilien,"Babymode, Bekleidung/Accessoires, Kindermode, Kinderschuhe, Schuhe, Sonstiges, Spielwaren, Spielzeug","Mainzer Straße 15, 66111 Saarbrücken", +49 681 95812431,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.marienkaefer-naturtextilien.de,"Der Kinderladen Marienkäfer wurde 2002 als kleiner Hausladen gegründet und befindet sich seit 2014 in einem schönen Jugendstilhaus in der Saarbrücker Mainzer Straße 15, direkt gegenüber Domicil Leidinger. Wir führen Baby- und Kindernaturtextilien aller bekannten Hersteller von Frühgeborenengröße 50 bis Kindergröße 146 und Erstlingsausstattung. Außerdem haben wir ein sorgfältig ausgewähltes Sortiment an Barfussschuhen für Kinder von verschiedenen Herstellern sowie eine kleine, feine Auswahl an Spielwaren.","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109615_x_y_4aaa7d_02.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109616_x_y_e6797a_02.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109619_x_y_66ee77_02.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109617_x_y_050b9f_02.jpg",null
Sporthaus Kohlen,"Bekleidung/Accessoires, Camping & Outdoor, Damenmode, Fitness & Training, Herrenmode, Rucksäcke & Taschen, Running, Schuhe, Snowboard, Skateboard, Sonstiges, Sportausrüstung, Outdoor, Sportbrillen, Sportschuhe, Sportswear, Zubehör","Sulzbachstraße 1, 66111 Saarbrücken",+49 681 936720,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.sporthaus-kohlen.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32672_x_y_f25c1b_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32673_x_y_a9d3e0_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32674_x_y_397b3d_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32675_x_y_2c3746_06.jpg",null
